year,city,tmin,tmax,rh,sh,sr,ep,ws,rf
01/05/2003,PortHarcourt,23.1,32.1,83,6.1,12.7,2.1,3.6,408.6
01/06/2003,PortHarcourt,22.4,29.6,86,5.5,12.3,1.9,3.4,348.5
01/07/2003,PortHarcourt,22,28.1,90,3,10.6,1.1,2.4,388.5
01/08/2003,PortHarcourt,22.5,27.6,89,2.1,12.7,1.3,3,234
01/09/2003,PortHarcourt,22.7,29.3,86,3.8,11.8,1.6,3.7,349.4
01/10/2003,PortHarcourt,22.5,30.2,84,4.5,13.8,1.8,3.2,227.9
01/11/2003,PortHarcourt,21.9,31.4,75,6.8,14.1,2.5,2.4,56.8
01/12/2003,PortHarcourt,21.1,32.7,78,6,14.6,3.2,2.6,26
01/01/2004,PortHarcourt,16,35,78,5.4,14.5,5.4,4.1,6.9
01/02/2004,PortHarcourt,22.3,34.1,76,6.4,14,4.1,4.3,17.1
01/03/2004,PortHarcourt,22.5,32.4,79,3.7,14.5,3.3,4,183.9
01/04/2004,PortHarcourt,23.2,32.1,83,5,14.6,2.4,3.3,84.5
01/05/2004,PortHarcourt,23.3,31.9,82,5.6,10.9,1.5,3.4,172.5
01/06/2004,PortHarcourt,22.8,30,86,4.6,10.9,1.6,2.7,255.4
01/07/2004,PortHarcourt,22.5,28.5,91,2.8,10.4,0.9,2.3,776.7
01/08/2004,PortHarcourt,22.7,28.5,90,2.3,12.5,1.2,3.3,339.8
01/09/2004,PortHarcourt,22.7,29.9,90,2.9,11.5,1.5,2.9,393.2
01/10/2004,PortHarcourt,22.4,30.9,85,5.5,13.4,1.9,3.5,306.6
01/11/2004,PortHarcourt,23.2,32.1,76,6.6,14,2.2,2.2,60.6
01/12/2004,PortHarcourt,21.5,31.7,77,5,14.9,2.9,2.1,42.2
01/01/2005,PortHarcourt,21.5,32.8,68,5.8,14.4,3.6,3.7,16.1
01/02/2005,PortHarcourt,22.2,34.2,77,7.2,14,3.8,3.5,18.4
01/03/2005,PortHarcourt,23.3,33,83,5.6,14.3,2.7,3.9,120.7
01/04/2005,PortHarcourt,23.3,32.7,81,6,13.5,6,3.6,66.5
01/05/2005,PortHarcourt,22.5,31.5,74,5.6,12.6,2,2.5,310.1
01/06/2005,PortHarcourt,22.4,29.9,86,4.9,7.5,1.7,2.5,230.4
01/07/2005,PortHarcourt,22.6,28.1,94,2.7,8.3,1.1,1.5,375.3
01/08/2005,PortHarcourt,22.4,27.7,85,2.9,7.5,1.3,2.9,281.7
01/09/2005,PortHarcourt,22.8,29.1,88,3.9,8.4,1.5,2.2,359.3
01/10/2005,PortHarcourt,22.5,30.2,85,5.9,9.8,1.3,2,431.7
01/11/2005,PortHarcourt,22.2,30,79,6.6,10.8,1.3,1.5,212.1
01/12/2005,PortHarcourt,19,33,57,4.7,12.3,5.7,2.3,0.5
01/01/2006,PortHarcourt,20.7,33,70,5.7,13.1,3.3,1.7,79.6
01/02/2006,PortHarcourt,26.4,34.2,81,5.7,12.9,3.8,2.4,15.6
01/03/2006,PortHarcourt,28.5,33.2,81,4.7,12.7,2.9,4,118.3
01/04/2006,PortHarcourt,23.5,33,81,4.5,13.7,2.7,3.5,120.1
01/05/2006,PortHarcourt,22.9,31.4,84,5.4,10.9,2.2,2.5,362.5
01/06/2006,PortHarcourt,22.8,30.6,85,4.7,11.8,1.9,2.5,246.6
01/07/2006,PortHarcourt,22.7,28.9,89,2.1,8.9,1.3,2.2,398.7
01/08/2006,PortHarcourt,22.9,29.3,88,1.5,8.2,1.2,2.5,333.6
01/09/2006,PortHarcourt,23.1,30,87,2.9,9.5,1.7,2.6,319.6
01/10/2006,PortHarcourt,22.2,28.9,86,4.2,10.2,1.9,2.1,413.1
01/11/2006,PortHarcourt,22.1,32,84,5.6,12.9,2.4,1.3,29.6
01/12/2006,PortHarcourt,22.1,32.1,86,5.9,13.8,2.3,1.2,53.6
01/01/2007,PortHarcourt,22.5,33.1,87,4.9,14.1,2.9,1.7,0.25
01/02/2007,PortHarcourt,23,33.4,84,5.3,16.2,2.8,2.1,130.4
01/03/2007,PortHarcourt,23.5,32.2,85,4.1,13.2,2.3,2.2,113.9
01/04/2007,PortHarcourt,23.1,32.3,84,5.2,12.9,2.3,2.5,320.9
01/05/2007,PortHarcourt,23.3,31.9,83,4.3,14.4,2.1,2.3,373.6
01/06/2007,PortHarcourt,23.1,30.4,86,4.6,10.1,1.8,2.2,160.5
01/07/2007,PortHarcourt,22.4,29.3,87,3.9,7.9,1.9,2.1,241.3
01/08/2007,PortHarcourt,22.5,28.3,89,3.5,7.3,1.6,2.9,299.4
01/09/2007,PortHarcourt,22.6,28.7,85,3.2,10.9,1.3,3.1,478
01/10/2007,PortHarcourt,22.5,30.3,88,4.4,11.3,1.8,2.5,272.8
01/11/2007,PortHarcourt,22.6,32.8,88,5,13.7,3.5,2,22.8
01/12/2007,PortHarcourt,22.8,32.9,84,5.5,15.4,3.2,1.6,5.9
01/01/2008,PortHarcourt,22.3,32.9,81,4.7,13.9,3.7,2.1,0.25
01/02/2008,PortHarcourt,21,35.1,65,5.2,15,8.1,2.5,120.6
01/03/2008,PortHarcourt,21,31,80,4.3,13.6,4,2.9,93.2
01/04/2008,PortHarcourt,23.1,31.7,83,5.5,13,2.9,2.9,112.9
01/05/2008,PortHarcourt,22.8,31.1,83,4.4,12.6,2,2.6,195.6
01/06/2008,PortHarcourt,23.3,29.7,88,4.6,10.1,1.7,2.8,392.5
01/07/2008,PortHarcourt,22.8,29.5,89,2.7,7.8,1.8,3.5,182.7
01/08/2008,PortHarcourt,22.9,28.6,88,1.7,8.1,1.6,3.9,129.5
01/09/2008,PortHarcourt,23.1,29.2,87,2.8,11.8,1.9,3.5,221.3
01/10/2008,PortHarcourt,22.9,30.9,85,2.3,14.8,2.1,3,294
01/11/2008,PortHarcourt,22.4,30.9,85,3.3,12.8,1.9,2.3,148
01/12/2008,PortHarcourt,22.1,32.1,81,5.4,13.5,2.9,1.6,33.9
01/01/2009,PortHarcourt,20.7,32.9,65,5.6,13.4,5.4,2.7,22.6
01/02/2009,PortHarcourt,24.4,33.5,79,2,15.3,5.1,2.6,36.9
01/03/2009,PortHarcourt,24.7,35.1,74,4.7,14.1,5.2,2.9,87.6
01/04/2009,PortHarcourt,24.7,33.9,80,3.3,13.7,3.3,4.2,188
01/05/2009,PortHarcourt,24,33,82,4.2,12.9,3.9,4.4,279.1
01/06/2009,PortHarcourt,23.3,30.9,86,2.6,11.5,2.2,3.8,414.6
01/07/2009,PortHarcourt,22.9,29.6,88,2.9,7.9,1.6,4,369.8
01/08/2009,PortHarcourt,22.8,29.3,86,2.4,8.8,2,4.6,247.3
01/09/2009,PortHarcourt,22.8,29.3,87,2.2,9.1,1.5,3.8,489.1
01/10/2009,PortHarcourt,22.9,30.6,85,2.5,10.2,2.1,3.3,265.4
01/11/2009,PortHarcourt,23,31.8,83,2.9,11.5,2.3,2.3,136.7
01/12/2009,PortHarcourt,22,31,82,5.3,12.8,3.2,2.1,32
01/01/2010,PortHarcourt,21.8,32.2,78,1.5,11.4,3.7,2.9,40.9
01/02/2010,PortHarcourt,24,32,85,2.4,13.4,2.8,3.3,52.1
01/03/2010,PortHarcourt,23.2,32.7,83,2.5,11.3,2.9,3.7,106.6
01/04/2010,PortHarcourt,23.4,32,82,4.7,11.9,2.5,3.6,186.4
01/05/2010,PortHarcourt,23,32,82,4.4,11,2.3,3.7,291.6
01/06/2010,PortHarcourt,23,31.2,86,2.6,10.5,2,3.4,232.9
01/07/2010,PortHarcourt,22.4,30.3,87,1.7,7.8,1.6,3.4,294.1
01/08/2010,PortHarcourt,22.5,29.5,86,2.9,9.7,1.9,4,257.4
01/09/2010,PortHarcourt,22.5,30,89,4.1,10.6,1.2,3.2,453.5
01/10/2010,PortHarcourt,22.5,29.4,86,4.6,10.8,1.3,2.9,510.6
01/11/2010,PortHarcourt,22.5,30.8,84,5.3,13.4,1.8,3.7,73.5
01/12/2010,PortHarcourt,21.4,32.8,75,4.5,12.4,3.8,2.7,0.25
01/01/2011,PortHarcourt,22.5,33.1,79,4.6,11.9,3.7,3.6,11.6
01/02/2011,PortHarcourt,21.8,34.4,57,4.7,12.4,6.6,4.4,7.2
01/03/2011,PortHarcourt,23.3,34.5,75,4.1,11.8,4.4,3.3,59.2
01/04/2011,PortHarcourt,23.3,33.5,81,5.4,11.5,2.8,3.5,190.2
01/05/2011,PortHarcourt,22.6,31.9,83,5,10.7,2.4,3.4,202.3
01/06/2011,PortHarcourt,22.6,30.6,56,3.8,9.4,1.7,3.9,181.5
01/07/2011,PortHarcourt,22.5,29.2,87,2.3,8.3,1.5,3.3,420.4
01/08/2011,PortHarcourt,23,29.2,89,3.1,6.8,1.7,4.5,245.4
01/09/2011,PortHarcourt,22.4,29.3,87,5.4,7.7,1.4,3.3,454.9
01/10/2011,PortHarcourt,22.5,30.2,85,5,8.9,1.7,2.9,153.1
01/11/2011,PortHarcourt,23,32,85,5.7,13.1,1.9,3.5,51.6
01/12/2011,PortHarcourt,20.3,32.3,74,6,11.2,4.3,2.5,16.9
01/01/2012,PortHarcourt,14.9,33.3,79,4,11.7,4.5,4.1,31.3
01/02/2012,PortHarcourt,17.6,34.3,41,4,11.9,5.5,4.5,2.4
01/03/2012,PortHarcourt,23,33.3,81,3.4,10.3,2.9,4.3,152.7
01/04/2012,PortHarcourt,25.4,32.4,83,3.3,11.3,2.5,3.6,118.2
01/05/2012,PortHarcourt,26.6,32,85,5.3,10.1,2.1,3.7,314.7
01/06/2012,PortHarcourt,24.8,30.1,87,2.5,6.9,1.9,2.9,245.2
01/07/2012,PortHarcourt,22.9,29.1,87,1.3,7.1,1.9,2.2,336.9
01/08/2012,PortHarcourt,22.8,27.9,89,3.1,6.2,1.3,3.3,309.9
01/09/2012,PortHarcourt,23.2,29.2,87,3.2,7.8,1.7,2.3,365.3
01/10/2012,PortHarcourt,23.2,30.5,86,4,9.5,1.8,1,137.2
01/11/2012,PortHarcourt,20.5,31.6,84,6.2,9.2,2.1,1.7,108.1
01/12/2012,PortHarcourt,18,32.7,85,5,10.5,2.9,2.2,28.1
01/01/2013,PortHarcourt,22,34,75,4.2,10.1,5.9,4.1,79
01/02/2013,PortHarcourt,23.6,32.6,84,3.8,12.2,4.7,3.8,75.5
01/03/2013,PortHarcourt,22.9,33.2,80,2.4,13.4,2.8,3.9,77.8
01/04/2013,PortHarcourt,23.2,32.2,82,2.9,12.5,2.5,4,118
01/05/2013,PortHarcourt,22.9,30.3,88,5.1,12.5,2.6,3.3,324
01/06/2013,PortHarcourt,22.9,30.4,85,2.5,12.4,1.9,3,195.6
01/07/2013,PortHarcourt,22.9,28.8,89,1.5,9.6,1.7,3.2,556.7
01/08/2013,PortHarcourt,23.3,30.9,88,2.4,10.2,1.6,3.5,265.4
01/09/2013,PortHarcourt,23.1,29.9,87,3.7,8.5,1.9,2.5,283.5
01/10/2013,PortHarcourt,22.9,31.8,82,5.2,11,1.7,1.7,67
01/11/2013,PortHarcourt,21.5,32.5,77,5.8,12.6,2.4,1.7,28.1
01/12/2013,PortHarcourt,20.2,32.8,77,4.7,10.3,3.9,2.6,26.4
01/01/2014,PortHarcourt,23.6,34.2,83,1.8,8.8,3.6,2.8,86.2
01/02/2014,PortHarcourt,23.8,33.6,83,2.3,10.3,3.6,2.6,93
01/03/2014,PortHarcourt,24.4,33.4,75,2.5,11,3.2,3.1,98.3
01/04/2014,PortHarcourt,23.4,32.5,84,2.9,11,2.4,2.7,175.2
01/05/2014,PortHarcourt,23,29.9,87,4.1,10.1,2.9,2.8,254.7
01/06/2014,PortHarcourt,22,29.8,87,4.1,9.1,1.9,3.5,480.9
01/07/2014,PortHarcourt,23.2,29.2,88,2.7,7.5,1.8,3.9,485.5
01/08/2014,PortHarcourt,23.3,30.1,88,1.7,8.3,1.5,2.7,152.1
01/09/2014,PortHarcourt,23.2,29.7,85,2.6,7.5,1.7,3,334.2
01/10/2014,PortHarcourt,22.8,31.5,82,4.4,8.4,1.9,2,131.2
01/11/2014,PortHarcourt,23.1,32.4,78,5,9.8,2.4,2,177.1
01/12/2014,PortHarcourt,22.5,32.5,75,6.5,10.8,3.7,2.4,33.2
01/01/2015,PortHarcourt,23,33,79,4.5,9.4,4,3,46.5
01/02/2015,PortHarcourt,24,35,70,4,10.3,5.2,3.3,50.7
01/03/2015,PortHarcourt,23,32,75,3.9,10.9,4.5,3.2,120.7
01/04/2015,PortHarcourt,25,33,83,4.8,9,2.6,2.9,132.8
01/05/2015,PortHarcourt,23,31,82,5.5,9,2.5,3.9,251.8
01/06/2015,PortHarcourt,22,29,85,4.2,8.3,1.7,4.5,335.7
01/07/2015,PortHarcourt,23,29,89,1.3,7,1.6,4.7,222.9
01/08/2015,PortHarcourt,23,30,88,0.8,7.1,1.5,2.9,493.1
01/09/2015,PortHarcourt,23,31,84,2.3,8.3,2,3.2,344.6
01/10/2015,PortHarcourt,23,32,85,2.3,8.3,2,2.6,171.5
01/11/2015,PortHarcourt,23,32,84,4.5,11.7,2.3,2.5,88.2
01/12/2015,PortHarcourt,21.6,32.7,86,5.6,11.7,2.8,2.4,4.8
01/01/2016,PortHarcourt,20.5,32.7,62,5,12.6,6.4,4,17.1
01/02/2016,PortHarcourt,24.3,34.1,84,6,14.5,4.3,3,85.9
01/03/2016,PortHarcourt,24,33.3,82,3.4,11.6,3.3,3,170.8
01/04/2016,PortHarcourt,24,33,80,4.4,12.9,3,4,121.4
01/05/2016,PortHarcourt,23.3,31.7,83,4.1,12.1,2.4,3,247.3
01/06/2016,PortHarcourt,23.5,30.1,87,2.2,10.5,1.6,3,383.4
01/07/2016,PortHarcourt,23.1,28.6,88,1.5,9.8,1.4,4,252.9
01/08/2016,PortHarcourt,22.6,29,86,4.3,6.4,2.1,3.9,228.6
01/09/2016,PortHarcourt,21.7,30.1,87,2.2,9.3,1.5,3.2,284.2
01/10/2016,PortHarcourt,22.9,31,84,3.8,12.3,1.7,3.1,194.3
01/11/2016,PortHarcourt,23.3,33,82,5.2,11.8,2.5,3.5,28.7
01/12/2016,PortHarcourt,22,33,82,7.3,12.9,2.7,3.8,38.4
01/01/2017,PortHarcourt,23.5,33.5,87,6.7,14,2.5,4,39.6
01/02/2017,PortHarcourt,24,34,83,5.4,12.1,2.7,4,103.7
01/03/2017,PortHarcourt,23.3,33.5,83,3.7,12.5,2.8,4,95.6
01/04/2017,PortHarcourt,24,34.5,80,4.8,12.3,2.8,4,59.8
01/05/2017,PortHarcourt,23.3,31.5,83,4.3,12.1,1.9,3.9,399.4
01/06/2017,PortHarcourt,22.7,31.5,86,1.9,9.9,1.9,3,360.3
01/07/2017,PortHarcourt,22.7,29.8,89,1.4,9.6,1.1,3,392.6
01/08/2017,PortHarcourt,22.6,29.4,85,2.3,10.8,1.5,4,267.8
01/09/2017,PortHarcourt,22.1,29.2,89,1.6,12.1,1.4,3,557.3
01/10/2017,PortHarcourt,22.7,31,86,2.3,13.3,2.1,3.2,291.4
01/11/2017,PortHarcourt,23.1,32.3,83,3.5,12.5,2.8,3.4,4.5
01/12/2017,PortHarcourt,22.1,34,75,2.6,12.7,4.6,3.5,0
01/01/2018,PortHarcourt,21.7,31.1,85,4.7,12.5,2.9,3,0
01/02/2018,PortHarcourt,20.5,32.7,79,5.4,12.9,5.1,3,78
01/03/2018,PortHarcourt,22.9,31.4,80,4.7,13.2,3.8,3,93.2
01/04/2018,PortHarcourt,22.8,30.8,81,4.7,11.5,2.9,3,168.8
01/05/2018,PortHarcourt,22.8,31.3,85,4.5,9.8,2.9,3,290.1
01/06/2018,PortHarcourt,22.8,29.7,87,4.7,10.3,2.1,3,415.9
01/07/2018,PortHarcourt,22.2,29.3,87,2.7,8.6,1.8,3,500.9
01/08/2018,PortHarcourt,21.3,28.7,82,2.4,9.9,2.8,3,455.1
01/09/2018,PortHarcourt,22,28.9,85,2.9,12.7,1.6,3,366.7
01/10/2018,PortHarcourt,21.5,29.9,86,4.4,13.2,1.9,3,299.2
01/11/2018,PortHarcourt,21.9,31.5,84,5.4,12.4,2.3,3,145.1
01/12/2018,PortHarcourt,20,31.1,79,5.6,12.5,4,3.7,10.5
01/01/2019,PortHarcourt,19.4,32.1,79,3.7,14.1,4.7,3,2.4
01/02/2019,PortHarcourt,21.7,33.3,74,5.7,16.3,5.8,4,0
01/03/2019,PortHarcourt,22.5,33.4,84,5.2,18.2,3.4,5,142.4
01/04/2019,PortHarcourt,22.8,32.2,81,5.9,16.5,3.1,5,228.4
01/05/2019,PortHarcourt,22.9,31.3,82,5,16.6,2.7,4,196.6
01/06/2019,PortHarcourt,22.2,29,86,2,15.3,2,5,195.1
01/07/2019,PortHarcourt,22.8,28,87,4.1,12.3,1.7,5,285.1
01/08/2019,PortHarcourt,22.2,28.9,87,1.7,11,2.1,5,387.2
01/09/2019,PortHarcourt,22.2,28.5,87,2.7,13.3,1.7,5,275.8
01/10/2019,PortHarcourt,22.2,29.6,85,3.8,18.2,1.9,4,142.2
01/11/2019,PortHarcourt,22.2,31.1,85,2.6,19.9,2.1,3,63.5
01/12/2019,PortHarcourt,22.3,32.4,86,6.4,16.4,2.3,4,87.5
01/01/2020,PortHarcourt,21.1,32.4,90,6.2,13.4,2.6,4,61.3
01/02/2020,PortHarcourt,22.2,33.9,83,5.8,16.9,3.3,5,67.6
01/03/2020,PortHarcourt,22.4,31.9,83,4.8,16.1,3.9,5,120.1
01/04/2020,PortHarcourt,22.9,31.9,81,4.9,15.8,3.4,6,156.9
01/05/2020,PortHarcourt,22.8,31.2,86,8.7,15.3,2.5,5,312.9
01/06/2020,PortHarcourt,22.3,28.7,84,1.1,15.1,2.4,5,351.1
01/07/2020,PortHarcourt,22.4,27.9,86,1,13.8,2,6,439
01/08/2020,PortHarcourt,22.8,28.5,86,2,12.3,1.9,6,391.9
01/09/2020,PortHarcourt,22.8,28.5,86,3.1,14.3,1.7,6,213.5
01/10/2020,PortHarcourt,22.3,29.6,84,5.1,14.8,2.1,5,372.1
01/11/2020,PortHarcourt,22.2,30.6,82,6.1,17.1,2.5,5,77.6
01/12/2020,PortHarcourt,21.7,31.2,82,5.8,15.9,3,5,0
01/01/2021,PortHarcourt,21.1,31.6,78,6.2,13.3,3.6,5,0.3
01/02/2021,PortHarcourt,22.2,32.3,79,5.9,16.8,4.6,6,186.9
01/03/2021,PortHarcourt,22.9,32.7,82,5.5,17.6,3.7,5,221.5
01/04/2021,PortHarcourt,22.8,32.2,82,4.9,15.7,3.4,6,255.2
01/05/2021,PortHarcourt,22.8,30.7,83,4.6,16.6,2.5,5,191
01/06/2021,PortHarcourt,22.3,30.5,86,4.5,13.5,1.6,6,407.3
01/07/2021,PortHarcourt,22.2,29.4,80,2.7,13.6,2.1,5,295.9
01/08/2021,PortHarcourt,20.6,28.9,86,1.5,12.8,3.5,7,316.5
01/09/2021,PortHarcourt,22.2,29.5,89,2,13.2,1.8,6,215.1
01/10/2021,PortHarcourt,21.3,30.6,85,4,16.9,1.8,6,277.3
01/11/2021,PortHarcourt,21.3,31.6,86,5.4,17.2,2.1,5,120.7
01/12/2021,PortHarcourt,21.3,32.4,80,6.8,15.8,2.7,5,11.4
