Year,city,sr,tmin,tmax,rh,sh,ep,ws,rf
Nov-14,enugu,16.40,20.50,33.40,75.00,6.80,3.50,2.00,24.30
Dec-14,enugu,17.00,22.20,33.50,54.00,7.10,6.80,3.00,0.25
Jan-15,enugu,15.40,21.60,36.00,51.00,4.90,7.40,3.00,32.40
Feb-15,enugu,16.60,21.60,37.00,55.00,6.00,9.00,4.00,0.25
Mar-15,enugu,17.60,23.30,34.00,60.00,4.80,8.60,4.00,32.30
Apr-15,enugu,15.50,23.30,32.00,74.00,5.20,4.50,3.00,202.00
May-15,enugu,15.40,22.80,32.90,80.00,6.20,2.90,3.00,357.50
Jun-15,enugu,14.20,22.20,31.20,81.00,5.10,2.70,3.00,206.10
Jul-15,enugu,12.30,22.20,30.40,81.00,5.30,2.40,3.00,289.50
Aug-15,enugu,12.40,22.20,29.90,84.00,4.30,2.20,4.00,331.80
Sep-15,enugu,14.30,22.20,30.20,85.00,4.70,2.30,3.00,339.70
Oct-15,enugu,14.30,22.20,32.40,81.00,5.50,2.70,2.00,226.50
Nov-15,enugu,17.60,21.10,33.30,76.00,6.40,4.00,2.00,0.25
Dec-15,enugu,16.70,19.40,33.60,70.00,6.20,5.60,2.00,0.25
Jan-16,enugu,16.60,20.00,32.80,42.00,6.30,9.30,2.00,0.25
Feb-16,enugu,16.20,21.10,35.10,67.00,7.60,6.90,4.00,28.00
Mar-16,enugu,16.60,23.90,34.70,72.00,6.30,6.20,3.00,72.50
Apr-16,enugu,15.40,23.90,32.90,71.00,5.80,5.60,4.00,305.50
May-16,enugu,15.70,22.80,32.10,79.00,5.90,3.30,3.00,273.80
Jun-16,enugu,15.50,22.80,30.40,84.00,4.80,2.70,3.00,188.80
Jul-16,enugu,12.70,22.80,29.30,87.00,3.10,2.10,3.00,152.00
Aug-16,enugu,11.90,22.80,29.20,81.00,4.70,2.50,2.00,130.60
Sep-16,enugu,13.60,22.20,29.00,84.00,3.70,2.20,3.00,407.90
Oct-16,enugu,16.70,21.60,30.70,81.00,5.80,2.60,3.00,118.10
Nov-16,enugu,17.60,22.20,32.10,77.00,8.10,3.90,3.00,0.25
Dec-16,enugu,16.80,18.30,32.80,70.00,8.10,4.80,2.00,0.25
Jan-17,enugu,15.00,17.80,36.60,75.00,7.60,4.90,3.00,0.25
Feb-17,enugu,18.00,22.20,33.90,76.00,6.50,5.20,4.00,46.50
Mar-17,enugu,15.70,23.30,35.50,70.00,6.10,5.80,5.00,10.40
Apr-17,enugu,14.20,23.60,33.30,75.00,6.80,5.10,4.00,159.10
May-17,enugu,15.00,23.10,32.20,83.00,6.60,2.60,4.00,219.70
Jun-17,enugu,16.40,22.10,30.00,83.00,4.50,2.50,4.00,296.40
Jul-17,enugu,13.00,22.00,28.90,84.00,4.10,2.30,5.00,263.30
Aug-17,enugu,11.70,21.80,29.40,82.00,3.30,2.50,3.00,121.90
Sep-17,enugu,12.80,21.80,29.40,88.00,3.80,2.00,3.00,270.90
Oct-17,enugu,15.20,21.60,30.50,85.00,4.90,2.40,3.00,332.50
Nov-17,enugu,15.70,20.20,33.30,65.00,6.60,5.20,3.00,1.50
Dec-17,enugu,16.70,16.10,33.30,48.00,7.10,7.60,3.00,0.25
Jan-18,enugu,16.10,23.10,33.90,63.00,7.40,6.70,2.00,0.25
Feb-18,enugu,15.70,24.10,34.40,53.00,6.40,8.60,3.00,0.25
Mar-18,enugu,16.50,24.60,32.70,64.00,5.50,7.70,4.00,2.90
Apr-18,enugu,14.80,24.30,32.70,73.00,6.10,4.70,3.00,74.60
May-18,enugu,14.40,23.60,31.60,78.00,5.90,3.60,2.00,234.30
Jun-18,enugu,12.50,23.10,30.00,81.00,6.30,2.70,2.00,286.90
Jul-18,enugu,13.20,22.70,29.40,82.00,4.10,2.40,3.00,400.40
Aug-18,enugu,11.50,22.90,28.90,73.00,3.80,4.50,3.00,290.20
Sep-18,enugu,13.30,22.30,29.40,80.00,4.30,2.40,2.00,334.40
Oct-18,enugu,15.70,22.00,30.50,80.00,5.80,2.60,3.00,227.40
Nov-18,enugu,15.90,21.00,31.60,71.00,7.50,4.40,3.00,39.80
Dec-18,enugu,14.50,18.00,32.70,57.00,7.20,7.70,3.00,0.25
