period,city,sr,tmin,tmax,rh ,sh,ep,ws,rf
Jan-90,ilorin,13.8,19.9,33.9,75,8,7.2,3.5,0
Feb-90,ilorin,16.7,22.8,35.1,69,7.7,9.5,5.4,18.8
Mar-90,ilorin,18.8,23.9,35.8,71,7.2,8.8,3.9,3.6
Apr-90,ilorin,17,22.8,34.5,72,6.6,7.6,3.6,44.4
May-90,ilorin,15.8,21.9,31.1,79,6.6,4.5,3.5,135.2
Jun-90,ilorin,15,21.7,29.9,81,6.1,3.7,3.1,214.7
Jul-90,ilorin,11.6,20.9,28,85,4.6,3,3.8,123.9
Aug-90,ilorin,12.2,21.1,27.9,85,3,2.5,4,280.1
Sep-90,ilorin,15.1,21.2,29.5,86,4.3,2.5,3.1,214.6
Oct-90,ilorin,15.8,21.8,30.4,82,4.5,2.9,3.3,197.3
Nov-90,ilorin,17,22.2,32.3,75,6.9,5.5,3,2.9
Dec-90,ilorin,15.1,16.4,32,56,7.4,8.1,4.3,1.6
Jan-91,ilorin,14.5,19.2,32.9,56,6.4,9.5,4.3,0.1
Feb-91,ilorin,16.8,22.3,35.7,63,6.2,11.1,4.2,0.1
Mar-91,ilorin,15.9,22.9,35.1,73,4.7,8,4.6,117.7
Apr-91,ilorin,16.4,22.8,33.9,74,6.4,6.6,4.3,86.3
May-91,ilorin,14.1,22.3,32.2,80,7.5,4,4.8,265.8
Jun-91,ilorin,14.8,22.1,30.1,83,5.8,3.5,4.8,225.8
Jul-91,ilorin,12.2,20.9,28.3,86,4.3,3.2,4.3,163.3
Aug-91,ilorin,11.4,20.8,27.9,87,3.5,2.7,4.2,76.8
Sep-91,ilorin,14.1,20.9,29.1,85,3.6,2.7,3.2,252.9
Oct-91,ilorin,14.6,22.2,31,82,6.4,3,3.2,98.3
Nov-91,ilorin,17,19.3,33.3,61,7.9,7.9,3.5,0.1
Dec-91,ilorin,14,20.1,33.9,76,7.2,6.9,4.2,0
Jan-92,ilorin,14.9,20.2,33.1,49,8.3,9.9,3.7,8
Feb-92,ilorin,17.9,22.1,33.9,58,8.4,8.8,3.8,28.9
Mar-92,ilorin,15.6,22.9,35.1,68,7.4,7.7,4.6,22.2
Apr-92,ilorin,16.3,22.7,33.2,76,5.7,6,4.1,141.8
May-92,ilorin,16,22.5,30.9,81,7.3,3.4,3.9,150.6
Jun-92,ilorin,13,21.9,30.1,82,6,3,4.2,127.2
Jul-92,ilorin,12.3,20.9,28.2,85,3.7,2.8,4.2,76.7
Aug-92,ilorin,11.2,20.7,27.9,84,3.6,2.9,3.7,182.5
Sep-92,ilorin,13.2,20.6,29.1,86,4.1,2.1,3.8,247.8
Oct-92,ilorin,16.5,21.3,30,84,5.6,2.2,3.6,229.4
Nov-92,ilorin,16.4,20.3,32.2,70,8.2,4.9,3.7,0
Dec-92,ilorin,15.3,20.1,33.3,65,7.7,6.6,6,0
Jan-93,ilorin,14.7,17.2,31.1,23,7.4,13.5,4.3,0
Feb-93,ilorin,17.5,21.5,35.9,57,8.5,9.8,4.5,8.6
Mar-93,ilorin,16.9,22.9,36.1,52,6,11.6,5,15
Apr-93,ilorin,17.7,23.6,35.2,74,7.1,6.3,4.5,92.3
May-93,ilorin,15.8,22.8,32.9,77,6.2,4.5,6.1,175.1
Jun-93,ilorin,12.6,21.9,30.3,81,4.9,3.3,4.1,146.2
Jul-93,ilorin,12.3,21.1,28.1,84,4.8,2.9,4.9,91.8
Aug-93,ilorin,12.8,20.6,28.2,87,4,2.5,4.6,215.9
Sep-93,ilorin,15,20.8,30.1,84,5.4,2.5,4.8,228.3
Oct-93,ilorin,15.2,21.6,32.2,77,6.2,4.2,4.6,34
Nov-93,ilorin,16.4,23.1,34.1,72,7.3,5.8,3.9,1.7
Dec-93,ilorin,14.5,21.3,32,76,7.4,4.4,5.3,148.3
Jan-94,ilorin,12.9,18.2,33.3,56,7.1,9,5.3,0
Feb-94,ilorin,15.5,22.3,35.8,68,6.6,10.5,5.1,0
Mar-94,ilorin,18.5,23.9,36.1,73,7.7,6.6,5.2,83.5
Apr-94,ilorin,15.9,22.8,33,79,6.9,5,5.7,88.3
May-94,ilorin,15.2,21.7,31.9,77,6.6,3.6,5.1,139.9
Jun-94,ilorin,14.1,21.3,30.1,80,6.4,3.1,4.3,214.3
Jul-94,ilorin,12.2,20.9,29.3,83,3.6,2.6,5.1,267.3
Aug-94,ilorin,10.9,21.7,30.2,85,4,2.8,4.9,272.5
Sep-94,ilorin,11.4,20.8,30.1,83,4.5,2.5,3.8,158.8
Oct-94,ilorin,14.4,21.7,31.1,81,6.1,3.1,3.8,83.3
Nov-94,ilorin,17.9,21.9,34.2,70,6.6,5.6,4.7,2.6
Dec-94,ilorin,15.4,19.2,33.3,58,6.5,7.6,5.6,0.1
Jan-95,ilorin,14,22.2,33.9,64,7.1,7.7,7.5,0.8
Feb-95,ilorin,17.8,19.6,35.2,43,7.4,12.7,5.9,0.1
Mar-95,ilorin,18.4,24.6,35.9,68,6.8,7.8,4.5,51.3
Apr-95,ilorin,16.5,23.6,33.1,76,7.3,4.8,4.9,57.6
May-95,ilorin,16.4,23.5,32.3,77,6.7,4.7,5.3,175.6
Jun-95,ilorin,13.8,21.2,29.8,83,6.6,2.9,5.4,184.9
Jul-95,ilorin,12.8,21.1,29.1,83,3.6,2.8,5.4,251.1
Aug-95,ilorin,11.4,22.2,28.9,86,3.1,2.7,5.9,89.9
Sep-95,ilorin,13.7,20.9,30.3,84,4.7,2.1,3.7,293.1
Oct-95,ilorin,15.9,20.8,33.2,78,6.8,4.1,5.4,20.5
Nov-95,ilorin,17.4,22.1,34.9,75,6.4,5.7,5.7,8.5
Dec-95,ilorin,15.7,18.3,33.3,45,7.3,9.2,5.5,0
Jan-96,ilorin,15.7,22.2,34.1,65,8,7.7,5.5,5.5
Feb-96,ilorin,17.4,22.9,35.3,75,6,6.6,6.5,90.7
Mar-96,ilorin,18.2,23.3,34.2,74,6.3,5.5,5.7,108.4
Apr-96,ilorin,17.3,23.2,34.3,75,6.6,4.9,6.5,58.3
May-96,ilorin,16.1,23.3,33.3,76,6.5,4.2,5.9,97.5
Jun-96,ilorin,13.3,21.2,30.2,82,5,3.5,4.4,264
Jul-96,ilorin,11.8,21.1,28.3,86,3.4,2.6,5.4,126.9
Aug-96,ilorin,11.1,21.3,28.2,84,2.6,2.6,5.7,153.7
Sep-96,ilorin,12.9,21.1,29.3,85,3.8,2.3,3.9,195.7
Oct-96,ilorin,14.6,21,31.2,83,6.2,2.7,5.5,220.9
Nov-96,ilorin,17.7,21.2,32.2,75,6.7,5,5.6,6.8
Dec-96,ilorin,16,17.3,31.9,47,6.8,8.5,5.4,0
Jan-97,ilorin,14.8,19.9,34.1,63,3.1,8.1,5.4,0
Feb-97,ilorin,17.5,23.8,36.3,70,6.5,8,6.1,3.6
Mar-97,ilorin,16.4,22.7,34.9,66,5.9,8,5.5,68.4
Apr-97,ilorin,16.9,24.9,35.3,71,7.2,7.9,6,19.6
May-97,ilorin,14.7,23.6,35.2,72,7,6.1,4.9,79.4
Jun-97,ilorin,13.5,22.8,30.9,79,4.4,3.4,4.5,183.7
Jul-97,ilorin,13.1,21.9,30.2,84,3.5,3.1,4.7,176.3
Aug-97,ilorin,12.2,21.5,30.1,86,2.5,2.3,4.4,338.3
Sep-97,ilorin,14.6,20.6,30,84,5.2,2.7,4.1,238.6
Oct-97,ilorin,14.6,21.7,32.2,83,6.2,3.8,3.9,105.8
Nov-97,ilorin,18.1,21.2,33.9,73,7.8,7.5,3.5,0
Dec-97,ilorin,15.9,19.3,34.1,58,7.3,8.7,5.6,0
Jan-98,ilorin,14.7,20.9,33.3,56,5.6,8.8,5.2,73.3
Feb-98,ilorin,17.4,22.8,35.1,70,7,8,4.5,26.2
Mar-98,ilorin,16.7,23.6,34.9,75,7.1,6.8,5.1,48.3
Apr-98,ilorin,17.2,22.7,34.2,75,6.2,5.6,4.2,103.2
May-98,ilorin,15.5,22.6,32.1,79,6.4,4.2,4.3,169.1
Jun-98,ilorin,14.4,22.3,30.3,82,6.6,3,3.4,196.3
Jul-98,ilorin,11.8,21.9,29.1,84,5.2,3.4,3.6,69.2
Aug-98,ilorin,11.2,20.8,27.9,83,5.3,3.4,3.3,59.6
Sep-98,ilorin,12.8,20.6,30.1,83,5.2,2.9,3.4,107.7
Oct-98,ilorin,15.6,21.8,32.2,80,5.3,3.7,3.2,43.1
Nov-98,ilorin,18.1,22.2,34.3,77,6.5,6.9,3.1,2.6
Dec-98,ilorin,14.9,20.3,33.3,59,4.8,8.4,3.6,0.3
